Keyword,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current URL,Current URL inside,Updated,Branded,Local,Navigational,Informational,Commercial,Transactional
popcorn kernel stuck in gums for a month,"AI overview, People also ask, Video preview, Thumbnail",50,1,,0,0,46,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-21 16:55:13,false,false,false,true,false,false
lifelike dentures,"Sitelinks, People also ask, Video preview",20,0,2.08,0,0,41,https://cosmeticimplantdentistrykc.com/services/prosthetics/dentures/,,2025-02-18 19:15:15,false,false,true,false,true,true
kansas city facial & oral surgery,"Sitelinks, Thumbnail, People also ask",20,21,,0,0,41,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-15 19:54:05,true,true,true,false,true,true
teeth stain types,"Featured snippet, People also ask, Thumbnail",10,19,,0,0,38,https://cosmeticimplantdentistrykc.com/do-you-know-the-types-of-tooth-stain/,,2025-02-27 10:13:10,false,false,false,true,false,false
how to get popcorn out of gum,"AI overview, Thumbnail, People also ask, Discussions and forums, Video preview",10,1,,0,0,40,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-06 10:32:38,false,false,false,true,false,false
teeth pain after brushing,"AI overview, Thumbnail, People also ask, Discussions and forums",20,3,2.01,0,0,42,https://cosmeticimplantdentistrykc.com/should-it-hurt-to-brush-my-teeth/,,2025-02-23 21:24:02,false,false,false,true,false,false
masseter botox kansas city,"Local pack, People also ask, Video preview",30,1,3.10,0,0,44,https://cosmeticimplantdentistrykc.com/services/oral-surgery/jaw-surgery/,,2025-02-24 15:18:07,false,true,false,false,true,true
charlotte implant and cosmetic dentistry,"Local teaser, Thumbnail",20,34,11.68,0,0,42,https://cosmeticimplantdentistrykc.com/,,2025-02-07 00:09:22,false,true,true,false,true,true
how much are tooth gems near me,"Thumbnail, People also ask, Video preview",20,0,0.81,0,0,42,https://cosmeticimplantdentistrykc.com/services/cosmetic-dentistry/twinkles/,,2025-02-14 19:00:18,false,true,false,true,true,true
popcorn kernel stuck deep in gums,"AI overview, Thumbnail, People also ask, Video preview",30,0,,0,0,45,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-16 12:27:16,false,false,false,true,false,false
3700 w 83rd st,Thumbnail,10,0,,0,0,39,https://cosmeticimplantdentistrykc.com/about-us/,,2025-02-23 09:27:45,false,true,true,false,false,false
why does my tooth hurt after brushing,"Featured snippet, People also ask, Discussions and forums, Thumbnail",30,2,,0,0,45,https://cosmeticimplantdentistrykc.com/should-it-hurt-to-brush-my-teeth/,,2025-02-14 14:37:09,false,false,false,true,false,false
tori bone mouth,"People also ask, Thumbnail",40,5,,0,0,46,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-21 22:31:24,false,false,false,true,false,false
bones in bottom of mouth,"People also ask, Thumbnail",150,5,,0,0,51,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-06 23:27:08,false,false,false,true,false,false
whitening dentist near me,"Local teaser, People also ask",50,5,2.66,0,0,48,https://cosmeticimplantdentistrykc.com/services/cosmetic-dentistry/teeth-whitening/,,2025-02-18 23:18:09,false,true,false,false,true,true
mouth bone growth,People also ask,60,5,0.00,0,0,48,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-22 20:45:35,false,false,false,true,false,false
best oral surgeon kansas city,"Local pack, People also ask, Discussions and forums, Video preview",80,12,3.71,0,0,50,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-16 17:46:11,false,true,false,true,true,false
restoring a tooth,"AI overview, Thumbnail, People also ask, Video preview",0,27,,0,0,34,https://cosmeticimplantdentistrykc.com/the-importance-of-restoring-a-tooth/,,2025-02-20 11:27:01,false,false,false,true,false,false
patrick lillis dds,,0,0,4.02,0,0,35,https://cosmeticimplantdentistrykc.com/about-us/,,2025-02-14 10:58:53,false,false,false,true,true,false
why are my teeth sore after brushing,"Featured snippet, People also ask, Discussions and forums, Thumbnail",20,3,,0,0,44,https://cosmeticimplantdentistrykc.com/should-it-hurt-to-brush-my-teeth/,,2025-02-11 08:46:18,false,false,false,true,false,false
diamond on tooth near me,"Local teaser, People also ask, Video preview",10,2,1.66,0,0,43,https://cosmeticimplantdentistrykc.com/services/cosmetic-dentistry/twinkles/,,2025-02-23 01:56:43,false,true,false,false,true,true
popcorn in gum,"AI overview, Thumbnail, People also ask, Discussions and forums, Video preview",10,1,,0,0,43,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-12 18:12:15,false,false,false,true,false,false
cosmetic dental near me,"Local teaser, People also ask, Video preview",350,24,3.17,0,0,58,https://cosmeticimplantdentistrykc.com/,,2025-02-09 03:43:11,false,true,false,false,true,true
affordable oral surgery near me,"People also ask, Knowledge panel",40,2,4.14,0,0,47,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-18 01:08:55,false,true,false,false,true,true
my gums hurt when i brush my teeth,"Featured snippet, People also ask, Discussions and forums, Thumbnail",40,1,1.78,0,0,47,https://cosmeticimplantdentistrykc.com/should-it-hurt-to-brush-my-teeth/,,2025-02-14 03:30:30,false,false,false,true,false,false
natural cavity filling,"Thumbnail, People also ask, Discussions and forums",100,0,0.67,0,0,52,https://cosmeticimplantdentistrykc.com/your-fillings-will-look-natural/,,2025-02-18 18:56:03,false,false,false,true,true,false
jackson family dentist,"Local pack, Thumbnail, People also ask, Video preview",50,18,0.00,0,0,50,https://cosmeticimplantdentistrykc.com/about-us/,,2025-02-18 00:05:46,true,true,true,false,true,true
torid in mouth,"People also ask, Video preview",40,4,,0,0,48,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-23 15:13:16,false,false,false,true,false,false
tori teeth,"People also ask, Thumbnail",500,4,,0,0,55,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-25 20:20:48,false,false,false,true,false,false
dentistry prosthetics,"Thumbnail, People also ask, Local pack",70,21,2.65,0,0,52,https://cosmeticimplantdentistrykc.com/services/prosthetics/,,2025-02-15 09:55:29,false,false,false,true,false,false
root canal kansas city,"Local pack, People also ask",50,10,5.00,0,0,50,https://cosmeticimplantdentistrykc.com/services/restorative-dentistry/endodontics/,,2025-02-19 19:20:50,false,true,false,true,true,true
family dentist kansas city,"Local pack, People also ask, Thumbnail",20,28,,0,0,46,https://cosmeticimplantdentistrykc.com/,,2025-02-23 13:27:42,false,true,false,false,true,true
oral surgeon implants near me,"People also ask, Local pack",20,26,,0,0,46,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-23 21:00:54,false,true,false,false,true,true
bone growths in mouth,"AI overview, People also ask, Discussions and forums",80,5,1.03,0,0,52,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-15 19:40:06,false,false,false,true,false,false
kansas city bridal show,Video preview,10,2,1.57,0,0,42,https://cosmeticimplantdentistrykc.com/come-see-us-at-the-bridal-expo/,,2025-02-17 01:07:32,false,true,false,true,true,false
missouri city dentistry photos,"Sitelinks, Thumbnail, Video preview",10,0,,0,0,41,https://cosmeticimplantdentistrykc.com/,,2025-02-21 22:31:19,true,true,false,true,true,false
extrinsic teeth stains,"Featured snippet, Thumbnail, People also ask",80,6,,0,0,52,https://cosmeticimplantdentistrykc.com/do-you-know-the-types-of-tooth-stain/,,2025-02-27 00:08:30,false,false,false,true,false,false
popcorn kernel stuck in gum for weeks,"AI overview, People also ask, Video preview, Thumbnail",50,1,,0,0,50,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-12 12:50:33,false,false,false,true,false,false
the oral surgery,"Thumbnail, Local pack, Videos",30,50,4.83,0,0,48,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-22 00:11:43,false,false,true,false,true,false
kansas city october events,Video preview,70,10,0.07,0,0,51,https://cosmeticimplantdentistrykc.com/fun-october-events-in-kansas-city/,,2025-02-17 11:05:40,false,true,false,true,false,false
maxillofacial surgeon kansas city,"Local pack, People also ask, Video preview",30,10,3.37,0,0,49,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-21 20:18:13,false,true,false,false,true,true
oral surgeon affordable,"Local pack, People also ask",20,6,3.83,0,0,46,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-14 00:31:19,false,false,false,false,true,true
dr jackson dental,"Local pack, Video preview",100,6,2.78,0,0,54,https://cosmeticimplantdentistrykc.com/about-us/,,2025-02-13 03:40:05,false,false,true,false,true,false
why do my teeth feel coated,"AI overview, People also ask, Discussions and forums, Video preview",100,3,0.08,0,0,55,https://cosmeticimplantdentistrykc.com/whats-that-fuzzy-teeth-feeling/,,2025-02-19 04:47:50,false,false,false,true,false,false
prosthetics in dentistry,"AI overview, Thumbnail, People also ask",50,21,2.65,0,0,52,https://cosmeticimplantdentistrykc.com/services/prosthetics/,,2025-02-11 02:32:38,false,false,false,true,false,false
wisdom teeth surgeon,"Local pack, People also ask, Thumbnail",100,42,3.16,0,0,55,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-10 08:11:07,false,false,false,true,true,false
different types of teeth stains,"AI overview, Thumbnail, People also ask, Discussions and forums",40,17,,0,0,50,https://cosmeticimplantdentistrykc.com/do-you-know-the-types-of-tooth-stain/,,2025-02-11 13:03:34,false,false,false,true,false,false
hardened dental plaque,"Featured snippet, Thumbnail, People also ask",30,71,0.68,0,0,48,https://cosmeticimplantdentistrykc.com/you-can-slow-down-dental-plaque/,,2025-02-22 15:41:28,false,false,false,true,false,false
periodontal laser treatment,"People also ask, Thumbnail, Discussions and forums",250,3,1.63,0,0,56,https://cosmeticimplantdentistrykc.com/what-is-laser-periodontal-treatment/,,2025-02-27 06:00:17,false,false,false,true,false,false
dental wisdom teeth removal near me,"People also ask, Knowledge panel, Discussions and forums, Bottom ads",20,0,4.56,0,0,47,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-27 09:58:38,false,true,false,false,true,true
dentist 64157,"Local pack, Thumbnail, People also ask",0,34,,0,0,35,https://cosmeticimplantdentistrykc.com/,,2025-02-21 08:56:51,false,true,false,false,true,true
tori bone growth,"People also ask, Thumbnail",300,5,,0,0,59,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-09 16:45:29,false,false,false,true,false,false
dental insurance for cosmetic,"People also ask, Discussions and forums",30,4,0.00,0,0,48,https://cosmeticimplantdentistrykc.com/patients/insurance-financing/,,2025-02-21 13:26:38,false,false,false,true,true,false
bone in bottom of mouth,"AI overview, Thumbnail, People also ask, Discussions and forums",80,5,,0,0,55,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-23 04:31:48,false,false,false,true,false,false
jaw tori,"AI overview, People also ask, Thumbnail",50,5,,0,0,52,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-14 00:25:19,false,false,false,true,false,false
bone inside mouth,"Featured snippet, People also ask, Thumbnail, Video preview",80,2,,0,0,54,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-13 07:45:46,false,false,false,true,false,false
mandibular tori causes,"People also ask, Thumbnail",300,0,,0,0,59,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-27 09:32:23,false,false,false,true,false,false
pediatric cosmetic dentistry,"Local pack, People also ask",10,0,2.71,0,0,45,https://cosmeticimplantdentistrykc.com/services/childrens-dentistry/,,2025-02-16 18:46:16,false,false,false,true,true,false
dental tori,"AI overview, People also ask, Video preview",1500,2,0.53,0,0,66,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-27 10:08:33,false,false,false,true,false,false
strong teeth,"AI overview, People also ask, Thumbnail, Discussions and forums",300,23,1.21,0,0,55,https://cosmeticimplantdentistrykc.com/strong-enamel-is-a-key-to-healthy-teeth/,,2025-02-23 23:31:55,false,false,false,true,false,false
normal mandibular tori,"People also ask, Thumbnail",200,0,,0,0,57,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-09 22:08:36,false,false,false,true,false,false
how to extract wisdom teeth,"Thumbnail, People also ask, Discussions and forums",30,30,1.69,0,0,49,https://cosmeticimplantdentistrykc.com/how-do-we-extract-wisdom-teeth/,,2025-02-26 12:59:25,false,false,false,true,false,false
tori in dental,"AI overview, People also ask",300,4,,0,0,61,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-23 10:49:30,false,false,false,true,false,false
oral surgeon for wisdom teeth removal near me,"Local pack, People also ask, Discussions and forums",20,42,2.98,0,0,48,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-09 01:48:53,false,true,false,false,true,true
toride mouth,"People also ask, Video preview",40,6,,0,0,50,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-13 03:05:30,false,false,false,true,false,false
tori on gums,"Featured snippet, People also ask, Thumbnail",90,2,,0,0,54,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-25 08:03:01,false,false,false,true,false,false
gum tori,"AI overview, People also ask, Thumbnail",80,2,,0,0,55,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-13 00:29:20,false,false,false,true,false,false
david morgan dentist,"Sitelinks, Knowledge panel",0,3,2.52,0,0,40,https://cosmeticimplantdentistrykc.com/about-us/,,2025-02-07 16:07:18,false,false,false,true,true,false
wyndotte county fair,"Sitelinks, People also ask, Thumbnail, Knowledge panel, Video preview",20,0,,0,0,47,https://cosmeticimplantdentistrykc.com/wyandotte-county-fair/,,2025-02-17 18:21:26,false,true,true,true,false,false
oral surgeon downtown,"Local pack, People also ask, Thumbnail",30,28,,0,0,52,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-24 19:36:36,false,true,false,false,true,true
financing for cosmetic dentistry,People also ask,30,16,2.77,0,0,50,https://cosmeticimplantdentistrykc.com/patients/insurance-financing/,,2025-02-17 01:45:21,false,false,false,true,true,true
family implant,"Local teaser, People also ask, Videos",10,28,,0,0,47,https://cosmeticimplantdentistrykc.com/,,2025-02-19 01:11:39,false,false,false,true,true,false
cosmetic and dental implant center,"Local pack, People also ask, Thumbnail, Video preview",20,1,,0,0,49,https://cosmeticimplantdentistrykc.com/,,2025-02-27 13:25:09,true,true,true,false,true,false
jackson oral surgeon,"Local pack, Thumbnail, People also ask, Video preview",10,8,3.56,0,0,46,https://cosmeticimplantdentistrykc.com/about-us/,,2025-02-12 05:08:38,false,true,false,false,true,true
before and after clear braces,"People also ask, Discussions and forums, Thumbnail, Video preview",20,0,,0,0,48,https://cosmeticimplantdentistrykc.com/services/cosmetic-dentistry/braces/,,2025-02-10 23:50:33,false,false,false,true,true,false
advanced implant & cosmetic dentistry,"Thumbnail, People also ask, Knowledge panel, Video preview",40,16,1.56,0,0,51,https://cosmeticimplantdentistrykc.com/services/,,2025-02-07 21:06:27,true,false,true,false,true,false
wyandotte county fairgrounds,"Sitelinks, Thumbnail, Knowledge panel, Video preview",20,0,0.33,0,0,48,https://cosmeticimplantdentistrykc.com/wyandotte-county-fair/,,2025-02-14 22:44:30,false,true,true,true,false,false
why do my teeth hurt after not brushing them,"Featured snippet, People also ask, Thumbnail",20,24,,0,0,49,https://cosmeticimplantdentistrykc.com/should-it-hurt-to-brush-my-teeth/,,2025-02-22 05:17:49,false,false,false,true,false,false
teeth feel smooth,"Thumbnail, People also ask, Discussions and forums, Video preview",20,2,,0,0,49,https://cosmeticimplantdentistrykc.com/whats-that-fuzzy-teeth-feeling/,,2025-02-17 19:03:20,false,false,false,true,false,false
wisdom teeth doctor,"Local pack, People also ask, Thumbnail",150,1,3.72,0,0,56,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-16 07:04:08,false,false,false,false,true,true
teeth jewelry near me,"Local teaser, People also ask, Thumbnail, Video preview",100,0,1.01,0,0,57,https://cosmeticimplantdentistrykc.com/services/cosmetic-dentistry/twinkles/,,2025-02-26 16:21:41,false,true,false,false,true,true
bones inside mouth,"Featured snippet, People also ask, Thumbnail, Video preview",60,3,,0,0,54,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-18 18:02:15,false,false,false,true,false,false
tori jaw bone,"AI overview, Thumbnail, People also ask",40,3,,0,0,53,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-25 20:40:34,false,false,false,true,false,false
old settlers fair,"Thumbnail, Knowledge panel, Video preview",30,2,,0,0,51,https://cosmeticimplantdentistrykc.com/old-settlers-festival/,,2025-02-12 21:56:13,false,false,false,true,false,false
oral surgery services,"Local pack, People also ask, Thumbnail",70,28,1.59,0,0,53,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-18 13:34:00,false,false,true,false,true,true
tori bone in mouth,"AI overview, Thumbnail, People also ask",70,5,,0,0,56,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-11 14:06:27,false,false,false,true,false,false
cosmetic dentist leawood,"Local teaser, Thumbnail, People also ask, Video preview",20,27,,0,0,49,https://cosmeticimplantdentistrykc.com/contact-us/,,2025-02-11 19:36:32,false,true,false,false,true,true
can teeth with cavities be saved,"AI overview, People also ask, Thumbnail",20,42,,0,0,49,https://cosmeticimplantdentistrykc.com/a-filling-can-save-my-tooth/,,2025-02-11 08:53:57,false,false,false,true,false,false
how do dentist pull wisdom teeth,"Featured snippet, People also ask, Thumbnail, Video preview",10,68,3.39,0,0,47,https://cosmeticimplantdentistrykc.com/how-do-we-extract-wisdom-teeth/,,2025-02-14 14:40:12,false,false,false,true,false,false
pediatric dentist kansas city,"Local pack, Thumbnail, Video preview",350,36,4.21,0,0,63,https://cosmeticimplantdentistrykc.com/services/childrens-dentistry/,,2025-02-19 08:39:13,false,true,false,false,true,true
cosmetic dentistry dental implants,"Local teaser, People also ask",40,30,5.89,0,0,53,https://cosmeticimplantdentistrykc.com/,,2025-02-14 15:17:57,false,false,false,true,true,false
my teeth feel fuzzy,"Thumbnail, People also ask, Discussions and forums, Video preview",10,0,,0,0,44,https://cosmeticimplantdentistrykc.com/whats-that-fuzzy-teeth-feeling/,,2025-02-08 14:12:27,false,false,false,true,false,false
popcorn in teeth,"AI overview, Thumbnail, People also ask, Video preview",40,0,,0,0,54,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-26 03:12:22,false,false,false,true,false,false
sore teeth after brushing,"Featured snippet, People also ask, Discussions and forums, Thumbnail",10,3,1.38,0,0,48,https://cosmeticimplantdentistrykc.com/should-it-hurt-to-brush-my-teeth/,,2025-02-27 00:31:29,false,false,false,true,false,false
i have popcorn stuck in my gums,"AI overview, Thumbnail, People also ask, Video preview",10,1,,0,0,49,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-23 20:13:30,false,false,false,true,false,false
tori bones in your mouth,"People also ask, Thumbnail, Video preview",0,2,,0,0,37,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-24 04:05:05,false,false,false,true,false,false
cancun cosmetic dentistry,"Sitelinks, Discussions and forums, Thumbnail, People also ask, Video preview",350,13,1.36,0,0,62,https://cosmeticimplantdentistrykc.com/,,2025-02-25 00:05:12,false,true,true,false,true,true
jackson dental center,"Sitelinks, Thumbnail, Local pack, Video preview",30,2,2.14,0,0,53,https://cosmeticimplantdentistrykc.com/about-us/,,2025-02-10 01:07:44,true,true,true,false,false,false
tori mouth bone,"People also ask, Thumbnail, Video preview",30,5,,0,0,51,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-20 13:50:46,false,false,false,true,false,false
october events in kansas city,Video preview,20,0,0.00,0,0,50,https://cosmeticimplantdentistrykc.com/fun-october-events-in-kansas-city/,,2025-02-15 00:35:24,false,true,false,true,false,false
3 wisdom teeth,"AI overview, Thumbnail, People also ask, Video preview",40,57,,0,0,54,https://cosmeticimplantdentistrykc.com/three-ws-of-wisdom-tooth-extraction/,,2025-02-07 14:10:37,false,false,false,true,false,false
wisdom teeth extraction process,"AI overview, Thumbnail, People also ask, Discussions and forums",20,62,0.00,0,0,52,https://cosmeticimplantdentistrykc.com/how-do-we-extract-wisdom-teeth/,,2025-02-11 00:32:05,false,false,false,true,false,false
types of stains on teeth,"AI overview, Thumbnail, People also ask",20,18,,0,0,52,https://cosmeticimplantdentistrykc.com/do-you-know-the-types-of-tooth-stain/,,2025-02-24 05:40:37,false,false,false,true,false,false
gums hurt when i brush,"AI overview, People also ask, Thumbnail, Discussions and forums",50,0,0.00,0,0,55,https://cosmeticimplantdentistrykc.com/should-it-hurt-to-brush-my-teeth/,,2025-02-13 11:23:15,false,false,false,true,false,false
when i brush my teeth my gums hurt,"AI overview, People also ask, Thumbnail, Discussions and forums",30,4,1.78,0,0,53,https://cosmeticimplantdentistrykc.com/should-it-hurt-to-brush-my-teeth/,,2025-02-20 18:14:37,false,false,false,true,false,false
dr sokoloff dentist,"Thumbnail, People also ask",10,0,3.58,0,0,47,https://cosmeticimplantdentistrykc.com/about-us/,,2025-02-22 02:11:11,false,false,true,false,true,false
wisdom tooth doctor,"Local pack, People also ask, Thumbnail",70,36,4.15,0,0,57,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-21 00:07:46,false,false,false,true,true,false
cosmetic dentistry overland park ks,"Local teaser, People also ask, Thumbnail",10,23,2.73,0,0,49,https://cosmeticimplantdentistrykc.com/contact-us/,,2025-02-12 11:12:14,false,true,false,false,true,true
jonathan jackson dentist,Local pack,10,0,,0,0,49,https://cosmeticimplantdentistrykc.com/about-us/,,2025-02-24 15:08:29,false,false,false,true,false,false
dr jackson oral surgeon,"Thumbnail, Local pack, People also ask, Video preview",80,0,2.02,0,0,58,https://cosmeticimplantdentistrykc.com/about-us/,,2025-02-19 19:51:58,false,false,true,false,true,true
oral surgeons wisdom teeth removal,"Local pack, People also ask, Discussions and forums, Thumbnail, Videos",20,20,3.17,0,0,51,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-22 15:06:21,false,false,false,true,true,true
best way to get popcorn kernel out of gum,"Featured snippet, People also ask, Video preview, Thumbnail",20,1,,0,0,50,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-06 16:33:30,false,false,false,true,false,false
free consultation oral surgeon,"Local pack, People also ask",20,0,3.50,0,0,52,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-15 00:12:52,false,false,false,false,true,true
jackson smiles,"Sitelinks, People also ask, Video preview",20,28,,0,0,51,https://cosmeticimplantdentistrykc.com/about-us/,,2025-02-24 18:13:38,true,true,true,false,true,false
torus teeth,"People also ask, Thumbnail",60,21,,0,0,56,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-16 13:50:03,false,false,false,true,false,false
bone growth in lower jaw,"People also ask, Thumbnail, Discussions and forums",30,7,,0,0,53,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-17 23:37:44,false,false,false,true,false,false
pain after brushing teeth,"AI overview, People also ask, Discussions and forums, Thumbnail",20,3,2.01,0,0,53,https://cosmeticimplantdentistrykc.com/should-it-hurt-to-brush-my-teeth/,,2025-02-11 23:39:32,false,false,false,true,false,false
hot dog festival in kansas city,"People also ask, Video preview",0,0,,0,0,44,https://cosmeticimplantdentistrykc.com/heart-of-america-hot-dog-festival/,,2025-02-15 09:07:29,false,true,false,true,false,false
extra bone growth in mouth,People also ask,90,5,,0,0,58,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-24 02:23:58,false,false,false,true,false,false
popcorn kernel stuck on tongue,"People also ask, Video preview",10,1,,0,0,49,https://cosmeticimplantdentistrykc.com/chew-that-popcorn-carefully/,,2025-02-08 08:38:15,false,false,false,true,false,false
dentist dr jackson,"Local pack, Video preview",20,20,3.24,0,0,53,https://cosmeticimplantdentistrykc.com/about-us/,,2025-02-21 05:02:23,false,false,false,true,true,false
october events kansas city,"People also ask, Video preview",40,0,0.07,0,0,55,https://cosmeticimplantdentistrykc.com/fun-october-events-in-kansas-city/,,2025-02-12 17:33:58,false,true,false,true,false,false
the best implant dentist near me,"Local teaser, People also ask",60,14,6.62,0,0,58,https://cosmeticimplantdentistrykc.com/,,2025-02-09 22:19:59,false,true,false,false,true,true
tori mouth bones,"Featured snippet, People also ask, Discussions and forums, Thumbnail",80,5,,0,0,58,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-15 04:03:36,false,false,false,true,false,false
what is a lopsided smile,"AI overview, Thumbnail, Featured snippet, People also ask",50,2,,0,0,57,https://cosmeticimplantdentistrykc.com/the-facts-about-crooked-smiles/,,2025-02-12 16:07:52,false,false,false,true,false,false
cosmetic oral surgeon near me,"People also ask, Knowledge panel, Video preview",20,31,4.06,0,0,52,https://cosmeticimplantdentistrykc.com/,,2025-02-08 16:12:34,false,true,false,false,true,true
jackson dentist office,"Local teaser, People also ask",20,37,3.36,0,0,53,https://cosmeticimplantdentistrykc.com/about-us/,,2025-02-10 03:24:12,false,true,false,false,true,true
kc facial oral surgery,"Sitelinks, People also ask",10,13,,0,0,48,https://cosmeticimplantdentistrykc.com/about-us/,,2025-02-17 19:15:31,false,true,true,false,true,true
how do dentist remove wisdom teeth,"Featured snippet, People also ask, Thumbnail, Video preview",70,69,2.66,0,0,58,https://cosmeticimplantdentistrykc.com/how-do-you-remove-wisdom-teeth/,,2025-02-22 18:40:39,false,false,false,true,false,false
tori dentistry,"People also ask, Thumbnail",30,4,0.00,0,0,54,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-26 05:46:05,false,false,false,true,false,false
bones in bottom of mouth under tongue,"People also ask, Thumbnail, Discussions and forums",40,5,,0,0,55,https://cosmeticimplantdentistrykc.com/do-i-have-mouth-tori/,,2025-02-06 16:32:10,false,false,false,true,false,false
dentist in jackson,"Thumbnail, Video preview",90,20,2.79,0,0,59,https://cosmeticimplantdentistrykc.com/about-us/,,2025-02-07 20:22:32,false,true,false,false,true,true
laser periodontal therapy,"People also ask, Thumbnail, Discussions and forums",400,3,1.58,0,0,65,https://cosmeticimplantdentistrykc.com/what-is-laser-periodontal-treatment/,,2025-02-26 11:49:21,false,false,false,true,false,false
laser for periodontal disease,"AI overview, People also ask, Thumbnail",80,0,0.94,0,0,60,https://cosmeticimplantdentistrykc.com/what-is-laser-periodontal-treatment/,,2025-02-08 06:42:59,false,false,false,true,false,false
jaw symmetry surgery,"Featured snippet, People also ask, Thumbnail, Videos, Discussions and forums",80,0,1.67,0,0,59,https://cosmeticimplantdentistrykc.com/services/oral-surgery/jaw-surgery/,,2025-02-24 00:00:29,false,false,false,true,true,false
affordable oral surgeon,"Local pack, People also ask",40,3,4.50,0,0,57,https://cosmeticimplantdentistrykc.com/services/oral-surgery/,,2025-02-24 21:34:32,false,false,true,false,true,true
smile club near me,"People also ask, Knowledge panel, Thumbnail",10,7,4.71,0,0,50,https://cosmeticimplantdentistrykc.com/,,2025-02-26 00:11:02,true,true,false,false,true,false
diamond on teeth near me,"Local pack, People also ask, Thumbnail, Video preview",10,0,1.66,0,0,53,https://cosmeticimplantdentistrykc.com/services/cosmetic-dentistry/twinkles/,,2025-02-20 11:16:36,false,true,false,false,true,true
my gums hurt when i brush,"Featured snippet, People also ask, Discussions and forums, Thumbnail",100,1,0.85,0,0,60,https://cosmeticimplantdentistrykc.com/should-it-hurt-to-brush-my-teeth/,,2025-02-10 03:48:05,false,false,false,true,false,false
